		V;NFIN
	air	V;IND;PRS;1;SG
	ar	V;IND;PRS;1;SG
	car	V;IND;PRS;1;SG
	cher	V.PTCP;PST;MASC;PL
	er	V;IND;PRS;1;SG
	far	V;IND;PRS;1;SG
	gnir	V;IMP;2;SG
	iar	V;IND;PRS;1;SG
	ier	V;IND;PRS;1;SG
	ir	V;IND;PRS;1;SG
	lar	V;IND;PRS;1;SG
	mar	V;IND;PRS;1;SG
	par	V;IND;PRS;1;SG
	pir	V;IND;PRS;1;SG
	r	V;IND;PRS;3;SG
	rar	V;IND;PRS;1;SG
	rer	V;IND;PRS;1;SG
	ser	V;IND;PRS;2;SG
	tar	V;IND;PRS;1;SG
	ter	V;IND;PRS;1;SG
	vair	V;IND;PRS;3;SG
	zar	V;IND;PRS;1;SG
 !	r	V;IMP;2;SG
a	cher	V.PTCP;PST;FEM;SG
a	er	V;IND;PRS;3;SG
a	ir	V;IMP;2;SG
a	isar	V;IND;PRS;1;SG
a	r	V;SBJV;PRS;1;SG
a	sar	V;SBJV;PRS;1;SG
a !	ir	V;IMP;2;SG
abilitada	habilitar	V.PTCP;PST;FEM;SG
abilitai	habilitar	V;IMP;2;PL
abilitain	habilitar	V;IND;PRS;1;PL
abilitais	habilitar	V;IND;PRS;2;PL
abilitar	habilitar	V;IND;FUT;1;SG
abilitass	habilitar	V;COND;3;SG
abilitassan	habilitar	V;COND;3;PL
abilitassas	habilitar	V;COND;2;PL
abilitava	habilitar	V;IND;PST;1;SG;IPFV
abilitavan	habilitar	V;IND;PST;3;PL;IPFV
abilitavas	habilitar	V;IND;PST;2;PL;IPFV
abilitesch	habilitar	V;IND;PRS;1;SG
abilitescha	habilitar	V;IND;PRS;3;SG
abiliteschan	habilitar	V;IND;PRS;3;PL
abiliteschas	habilitar	V;IND;PRS;2;SG
abiliteschia	habilitar	V;SBJV;PRS;1;SG
abiliteschian	habilitar	V;SBJV;PRS;3;PL
abiliteschias	habilitar	V;SBJV;PRS;2;SG
abilitond	habilitar	V.PTCP;PRS
abilità	habilitar	V.PTCP;PST;FEM;SG
ada	ir	V.PTCP;PST;FEM;SG
ada	isar	V.PTCP;PST;FEM;SG
ada	mar	V.PTCP;PST;FEM;SG
adas	ir	V.PTCP;PST;FEM;PL
adas	isar	V.PTCP;PST;FEM;PL
adas	mar	V.PTCP;PST;FEM;PL
ads	ir	V.PTCP;PST;MASC;PL
ads	isar	V.PTCP;PST;MASC;PL
ads	mar	V.PTCP;PST;MASC;PL
ai	er	V;IMP;2;PL
ai	ir	V;IMP;2;PL
ai	isar	V;IMP;2;PL
ai	mar	V;IMP;2;PL
ai	r	V;IMP;2;PL
ain	enir	V;IND;PRS;1;SG
ain	er	V;IND;PRS;1;PL
ain	iar	V;IND;PRS;1;PL
ain	inar	V;IND;PRS;1;SG
ain	ir	V;IND;PRS;1;PL
ain	isar	V;IND;PRS;1;PL
ain	mar	V;IND;PRS;1;PL
ain	r	V;IND;PRS;1;PL
aina	enir	V;IND;PRS;3;SG
aina	inar	V;IND;PRS;3;SG
ainan	enir	V;IND;PRS;3;PL
ainan	inar	V;IND;PRS;3;PL
ainas	enir	V;IND;PRS;2;SG
ainas	inar	V;IND;PRS;2;SG
ainia	enir	V;SBJV;PRS;1;SG
ainia	inar	V;SBJV;PRS;1;SG
ainian	enir	V;SBJV;PRS;3;PL
ainian	inar	V;SBJV;PRS;3;PL
ainias	enir	V;SBJV;PRS;2;PL
ainias	inar	V;SBJV;PRS;2;PL
ains	ensar	V;IND;PRS;1;SG
ainsa	ensar	V;IND;PRS;3;SG
ainsan	ensar	V;IND;PRS;3;PL
ainsas	ensar	V;IND;PRS;2;SG
ainsia	ensar	V;SBJV;PRS;1;SG
ainsian	ensar	V;SBJV;PRS;3;PL
ainsias	ensar	V;SBJV;PRS;2;PL
ais	ender	V.PTCP;PST;MASC;SG
ais	er	V;IND;PRS;2;PL
ais	esar	V;IND;PRS;1;SG
ais	iar	V;IND;PRS;2;PL
ais	ir	V;IND;PRS;2;PL
ais	isar	V;IND;PRS;2;PL
ais	mar	V;IND;PRS;2;PL
ais	r	V;IND;PRS;2;PL
aisa	ender	V.PTCP;PST;FEM;SG
aisa	esar	V;IND;PRS;3;SG
aisan	esar	V;IND;PRS;3;PL
aisas	ender	V.PTCP;PST;FEM;PL
aisas	esar	V;IND;PRS;2;SG
aisia	esar	V;SBJV;PRS;1;SG
aisian	esar	V;SBJV;PRS;3;PL
aisias	esar	V;SBJV;PRS;2;SG
aism	esmar	V;IND;PRS;1;SG
aisma	esmar	V;IND;PRS;3;SG
aisman	esmar	V;IND;PRS;3;PL
aismas	esmar	V;IND;PRS;2;SG
aismel	esmar	V;IND;PRS;1;SG
aismia	esmar	V;SBJV;PRS;1;SG
aismian	esmar	V;SBJV;PRS;1;PL
aismias	esmar	V;SBJV;PRS;2;PL
allontanada	liquidar	V.PTCP;PST;FEM;SG
allontanadas	liquidar	V.PTCP;PST;FEM;PL
allontanads	liquidar	V.PTCP;PST;MASC;PL
allontanai	liquidar	V;IMP;2;PL
allontanain	liquidar	V;IND;PRS;1;PL
allontanais	liquidar	V;IND;PRS;2;PL
allontanar	liquidar	V;IND;FUT;2;SG
allontanass	liquidar	V;COND;3;SG
allontanassan	liquidar	V;COND;3;PL
allontanassas	liquidar	V;COND;2;SG
allontanava	liquidar	V;IND;PST;3;SG;IPFV
allontanavan	liquidar	V;IND;PST;1;PL;IPFV
allontanavas	liquidar	V;IND;PST;2;PL;IPFV
allontanesch	liquidar	V;IND;PRS;1;SG
allontanescha	liquidar	V;IND;PRS;3;SG
allontaneschan	liquidar	V;IND;PRS;3;PL
allontaneschas	liquidar	V;IND;PRS;2;SG
allontaneschia	liquidar	V;SBJV;PRS;3;SG
allontaneschian	liquidar	V;SBJV;PRS;3;PL
allontaneschias	liquidar	V;SBJV;PRS;2;PL
allontanond	liquidar	V.PTCP;PRS
allontanà	liquidar	V.PTCP;PST;MASC;SG
ammegia	ommegiar	V;SBJV;PRS;1;SG
ammegian	ommegiar	V;SBJV;PRS;3;PL
ammegias	ommegiar	V;SBJV;PRS;2;PL
an	er	V;IND;PRS;3;PL
an	ir	V;IND;PRS;3;PL
an	r	V;SBJV;PRS;3;PL
ans	enfieutrar	V;SBJV;PRS;1;PL
ans	ennivlar	V;SBJV;PRS;1;PL
ar	isar	V;IND;FUT;1;SG
ar	mar	V;IND;FUT;1;PL
artain	rair	V;IND;PRS;1;PL
artais	rair	V;IND;PRS;2;PL
artend	rair	V.PTCP;PRS
artess	rair	V;COND;3;SG
artessan	rair	V;COND;1;PL
artessas	rair	V;COND;2;SG
arteva	rair	V;IND;PST;3;SG;IPFV
artevan	rair	V;IND;PST;3;PL;IPFV
artevas	rair	V;IND;PST;2;PL;IPFV
artida	rair	V.PTCP;PST;FEM;SG
artidas	rair	V.PTCP;PST;FEM;PL
artids	rair	V.PTCP;PST;MASC;PL
artì	rair	V.PTCP;PST;FEM;SG
as	cher	V.PTCP;PST;FEM;PL
as	enfieutrar	V;IND;PRS;2;PL
as	ennivlar	V;IND;PRS;2;PL
as	er	V;IND;PRS;2;SG
as	ir	V;IND;PRS;2;SG
as	r	V;SBJV;PRS;2;SG
ass	ir	V;COND;1;SG
ass	isar	V;COND;1;SG
ass	mar	V;COND;3;SG
assan	ir	V;COND;3;PL
assan	isar	V;COND;3;PL
assan	mar	V;COND;3;PL
assas	ir	V;COND;2;SG
assas	isar	V;COND;2;SG
assas	mar	V;COND;2;PL
aubsurdattan	ubsurdar	V;IND;PRS;3;PL
aud	udair	V;IND;PRS;1;SG
aud	udar	V;IND;PRS;1;SG
aud	udir	V;IND;PRS;1;SG
auda	udair	V;IND;PRS;3;SG
auda	udar	V;IND;PRS;3;SG
auda	udir	V;IND;PRS;3;SG
audan	udair	V;IND;PRS;3;PL
audan	udar	V;IND;PRS;3;PL
audan	udir	V;IND;PRS;3;PL
audas	udair	V;IND;PRS;2;SG
audas	udar	V;IND;PRS;2;SG
audas	udir	V;IND;PRS;2;SG
audia	udair	V;SBJV;PRS;3;SG
audia	udar	V;SBJV;PRS;1;SG
audia	udir	V;SBJV;PRS;1;SG
audian	udair	V;SBJV;PRS;3;PL
audian	udar	V;SBJV;PRS;3;PL
audian	udir	V;SBJV;PRS;1;PL
audias	udair	V;SBJV;PRS;2;PL
audias	udar	V;SBJV;PRS;2;PL
audias	udir	V;SBJV;PRS;2;PL
auglia	uagliar	V;SBJV;PRS;1;SG
aup	upar	V;IND;PRS;1;SG
aup	uppar	V;IND;PRS;1;SG
aupa	upar	V;IND;PRS;3;SG
aupa	uppar	V;IND;PRS;3;SG
aupan	upar	V;IND;PRS;3;PL
aupan	uppar	V;IND;PRS;3;PL
aupas	upar	V;IND;PRS;2;SG
aupas	uppar	V;IND;PRS;2;SG
aupia	upar	V;SBJV;PRS;1;SG
aupia	uppar	V;SBJV;PRS;1;SG
aupian	upar	V;SBJV;PRS;1;PL
aupian	uppar	V;SBJV;PRS;3;PL
aupias	upar	V;SBJV;PRS;2;SG
aupias	uppar	V;SBJV;PRS;2;PL
ausch	uschar	V;IND;PRS;1;SG
auscha	uschar	V;IND;PRS;3;SG
auschan	uschar	V;IND;PRS;3;PL
auschas	uschar	V;IND;PRS;2;SG
auschia	uschar	V;SBJV;PRS;1;SG
auschian	uschar	V;SBJV;PRS;1;PL
auschias	uschar	V;SBJV;PRS;2;SG
auss	ussar	V;IND;PRS;1;SG
aussa	ussar	V;IND;PRS;3;SG
aussan	ussar	V;IND;PRS;3;PL
aussas	ussar	V;IND;PRS;2;SG
aussia	ussar	V;SBJV;PRS;1;SG
aussian	ussar	V;SBJV;PRS;3;PL
aussias	ussar	V;SBJV;PRS;2;PL
ava	ir	V;IND;PST;3;SG;IPFV
ava	isar	V;IND;PST;1;SG;IPFV
ava	mar	V;IND;PST;1;SG;IPFV
avan	ir	V;IND;PST;1;PL;IPFV
avan	isar	V;IND;PST;3;PL;IPFV
avan	mar	V;IND;PST;1;PL;IPFV
avas	ir	V;IND;PST;2;PL;IPFV
avas	isar	V;IND;PST;2;PL;IPFV
avas	mar	V;IND;PST;2;PL;IPFV
avunia	iavunar	V;SBJV;PRS;1;SG
buf	giappar	V;IND;PRS;1;SG
buffa	giappar	V;IND;PRS;3;SG
buffada	giappar	V.PTCP;PST;FEM;SG
buffadas	giappar	V.PTCP;PST;FEM;PL
buffads	giappar	V.PTCP;PST;MASC;PL
buffai	giappar	V;IMP;2;PL
buffain	giappar	V;IND;PRS;1;PL
buffais	giappar	V;IND;PRS;2;PL
buffan	giappar	V;IND;PRS;3;PL
buffar	giappar	V;IND;FUT;2;PL
buffas	giappar	V;IND;PRS;2;SG
buffass	giappar	V;COND;1;SG
buffassan	giappar	V;COND;3;PL
buffassas	giappar	V;COND;2;SG
buffava	giappar	V;IND;PST;3;SG;IPFV
buffavan	giappar	V;IND;PST;3;PL;IPFV
buffavas	giappar	V;IND;PST;2;SG;IPFV
buffia	giappar	V;SBJV;PRS;1;SG
buffian	giappar	V;SBJV;PRS;3;PL
buffias	giappar	V;SBJV;PRS;2;PL
buffond	giappar	V.PTCP;PRS
buffà	giappar	V.PTCP;PST;MASC;SG
ca	guer	V.PTCP;PST;MASC;PL
clerian	sclerir	V;SBJV;PRS;1;PL
ct	guer	V.PTCP;PST;MASC;PL
cta	guer	V.PTCP;PST;FEM;SG
ctas	guer	V.PTCP;PST;FEM;PL
cts	guer	V.PTCP;PST;MASC;PL
da	r	V.PTCP;PST;FEM;SG
das	r	V.PTCP;PST;FEM;PL
das < 7recuvertas	r	V.PTCP;PST;FEM;PL
determinada	sugerir	V.PTCP;PST;FEM;SG
determinadas	sugerir	V.PTCP;PST;FEM;PL
determinads	sugerir	V.PTCP;PST;MASC;PL
determinai	sugerir	V;IMP;2;PL
determinain	sugerir	V;IND;PRS;1;PL
determinais	sugerir	V;IND;PRS;2;PL
determinar	sugerir	V;IND;FUT;1;PL
determinass	sugerir	V;COND;1;SG
determinassan	sugerir	V;COND;3;PL
determinassas	sugerir	V;COND;2;SG
determinava	sugerir	V;IND;PST;1;SG;IPFV
determinavan	sugerir	V;IND;PST;1;PL;IPFV
determinavas	sugerir	V;IND;PST;2;PL;IPFV
determinesch	sugerir	V;IND;PRS;1;SG
determinescha	sugerir	V;IND;PRS;3;SG
determineschan	sugerir	V;IND;PRS;3;PL
determineschas	sugerir	V;IND;PRS;2;SG
determineschia	sugerir	V;SBJV;PRS;1;SG
determineschian	sugerir	V;SBJV;PRS;3;PL
determineschias	sugerir	V;SBJV;PRS;2;SG
determinond	sugerir	V.PTCP;PRS
determinà	sugerir	V.PTCP;PST;MASC;SG
difitgada	fitgar	V.PTCP;PST;FEM;SG
difitgadas	fitgar	V.PTCP;PST;FEM;PL
difitgads	fitgar	V.PTCP;PST;MASC;PL
difitgai	fitgar	V;IMP;2;PL
difitgain	fitgar	V;IND;PRS;1;PL
difitgais	fitgar	V;IND;PRS;2;PL
difitgar	fitgar	V;IND;FUT;3;PL
difitgass	fitgar	V;COND;3;SG
difitgassan	fitgar	V;COND;3;PL
difitgassas	fitgar	V;COND;2;SG
difitgava	fitgar	V;IND;PST;3;SG;IPFV
difitgavan	fitgar	V;IND;PST;1;PL;IPFV
difitgavas	fitgar	V;IND;PST;2;SG;IPFV
difitgesch	fitgar	V;IND;PRS;1;SG
difitgescha	fitgar	V;IND;PRS;3;SG
difitgeschan	fitgar	V;IND;PRS;3;PL
difitgeschas	fitgar	V;IND;PRS;2;SG
difitgeschia	fitgar	V;SBJV;PRS;3;SG
difitgeschian	fitgar	V;SBJV;PRS;3;PL
difitgeschias	fitgar	V;SBJV;PRS;2;PL
difitgond	fitgar	V.PTCP;PRS
difitgà	fitgar	V.PTCP;PST;MASC;SG
druaglia	sdruagliar	V;IND;PRS;3;SG
druagliada	sdruagliar	V.PTCP;PST;FEM;SG
druagliai	sdruagliar	V;IMP;2;PL
druagliain	sdruagliar	V;IND;PRS;1;PL
druagliais	sdruagliar	V;IND;PRS;2;PL
druaglian	sdruagliar	V;IND;PRS;3;PL
druaglias	sdruagliar	V;IND;PRS;2;SG
druagliass	sdruagliar	V;COND;1;SG
druagliassan	sdruagliar	V;COND;3;PL
druagliassas	sdruagliar	V;COND;2;PL
druagliava	sdruagliar	V;IND;PST;3;SG;IPFV
druagliavan	sdruagliar	V;IND;PST;1;PL;IPFV
druagliavas	sdruagliar	V;IND;PST;2;PL;IPFV
druagliond	sdruagliar	V.PTCP;PRS
druaglià	sdruagliar	V.PTCP;PST;MASC;SG
ds	r	V.PTCP;PST;MASC;PL
eglia	ulair	V;SBJV;PRS;1;SG
eglian	ulair	V;SBJV;PRS;1;PL
eglias	ulair	V;IMP;2;PL
el	air	V;IND;PRS;1;SG
el	ar	V;IND;PRS;1;SG
el	iar	V;IND;PRS;1;SG
el	ir	V;IND;PRS;1;SG
end	air	V.PTCP;PRS
end	ar	V.PTCP;PRS
end	r	V.PTCP;PRS
entr	subentrar	V;IND;PRS;1;SG
entrel	subentrar	V;IND;PRS;1;SG
ergiass	iergiar	V;COND;1;SG
ergiassas	iergiar	V;COND;2;SG
ert	rir	V.PTCP;PST;MASC;SG
erta	rir	V.PTCP;PST;FEM;SG
ertas	rir	V.PTCP;PST;FEM;PL
erts	rir	V.PTCP;PST;MASC;PL
es	air	V;IND;PRS;1;SG
esa	air	V;IND;PRS;3;SG
esain	air	V;IND;PRS;1;PL
esais	air	V;IND;PRS;2;PL
esan	air	V;IND;PRS;3;PL
esas	air	V;IND;PRS;2;SG
esch	air	V;IND;PRS;1;SG
esch	ar	V;IND;PRS;1;SG
esch	bandaschar	V;IND;PRS;1;SG
esch	condemnar	V;IND;PRS;1;SG
esch	iar	V;IND;PRS;1;SG
esch	ir	V;IND;PRS;1;SG
esch	isar	V;IND;PRS;1;SG
esch	mar	V;IND;PRS;1;SG
esch	schnorregiar	V;IND;PRS;1;SG
esch	scuraschar	V;IND;PRS;1;SG
escha	air	V;IND;PRS;3;SG
escha	ar	V;IMP;2;SG
escha	iar	V;IND;PRS;3;SG
escha	ir	V;IND;PRS;3;SG
escha	isar	V;IND;PRS;3;SG
escha	mar	V;IND;PRS;3;SG
escha !	ar	V;IMP;2;SG
escha !	ir	V;IMP;2;SG
eschan	air	V;IND;PRS;3;PL
eschan	ar	V;IND;PRS;3;PL
eschan	iar	V;IND;PRS;3;PL
eschan	ir	V;IND;PRS;3;PL
eschan	isar	V;IND;PRS;3;PL
eschan	mar	V;IND;PRS;3;PL
eschas	air	V;IND;PRS;2;SG
eschas	ar	V;IND;PRS;2;SG
eschas	iar	V;IND;PRS;2;SG
eschas	ir	V;IND;PRS;2;SG
eschas	isar	V;IND;PRS;2;SG
eschas	mar	V;IND;PRS;2;SG
eschia	air	V;SBJV;PRS;1;SG
eschia	ar	V;SBJV;PRS;1;SG
eschia	iar	V;SBJV;PRS;1;SG
eschia	ir	V;SBJV;PRS;1;SG
eschia	isar	V;SBJV;PRS;1;SG
eschia	ischar	V;SBJV;PRS;1;SG
eschia	mar	V;SBJV;PRS;1;SG
eschian	air	V;SBJV;PRS;3;PL
eschian	ar	V;SBJV;PRS;3;PL
eschian	iar	V;SBJV;PRS;1;PL
eschian	ir	V;SBJV;PRS;3;PL
eschian	isar	V;SBJV;PRS;3;PL
eschian	mar	V;SBJV;PRS;1;PL
eschias	air	V;SBJV;PRS;2;SG
eschias	ar	V;SBJV;PRS;2;SG
eschias	iar	V;SBJV;PRS;2;SG
eschias	ir	V;SBJV;PRS;2;PL
eschias	isar	V;SBJV;PRS;2;PL
eschias	mar	V;SBJV;PRS;2;PL
esend	air	V.PTCP;PRS
esess	air	V;COND;1;SG
esessan	air	V;COND;3;PL
esessas	air	V;COND;2;PL
eseva	air	V;IND;PST;3;SG;IPFV
esevan	air	V;IND;PST;1;PL;IPFV
esevas	air	V;IND;PST;2;PL;IPFV
esia	air	V;SBJV;PRS;1;SG
esian	air	V;SBJV;PRS;3;PL
esias	air	V;SBJV;PRS;2;PL
esida	air	V.PTCP;PST;FEM;SG
esidas	air	V.PTCP;PST;FEM;PL
esids	air	V.PTCP;PST;MASC;PL
ess	air	V;COND;1;SG
ess	ar	V;COND;1;SG
ess	imer	V.PTCP;PST;FEM;SG
ess	r	V;COND;3;SG
essa	imer	V.PTCP;PST;MASC;PL
essai	aisser	V;IMP;2;PL
essain	aisser	V;IND;PRS;1;PL
essais	aisser	V;IND;PRS;2;PL
essan	air	V;COND;1;PL
essan	ar	V;COND;3;PL
essan	r	V;COND;3;PL
essas	air	V;COND;2;SG
essas	ar	V;COND;2;SG
essas	imer	V.PTCP;PST;FEM;PL
essas	r	V;COND;2;SG
essend	aisser	V.PTCP;PRS
esses	air	V;COND;2;SG
essess	aisser	V;COND;1;SG
essessan	aisser	V;COND;3;PL
essessas	aisser	V;COND;2;SG
esseva	aisser	V;IND;PST;1;SG;IPFV
essevan	aisser	V;IND;PST;1;PL;IPFV
essevas	aisser	V;IND;PST;2;PL;IPFV
essida	aisser	V.PTCP;PST;FEM;SG
essidas	aisser	V.PTCP;PST;FEM;PL
essids	aisser	V.PTCP;PST;MASC;PL
essì	aisser	V.PTCP;PST;MASC;SG
esì	air	V.PTCP;PST;MASC;SG
et	air	V.PTCP;PST;MASC;SG
et	aiver	V.PTCP;PST;MASC;SG
ets	air	V.PTCP;PST;MASC;PL
ets	aiver	V.PTCP;PST;MASC;PL
etschia	ar	V;SBJV;PRS;1;SG
etschian	ar	V;SBJV;PRS;3;PL
etschias	ar	V;SBJV;PRS;2;SG
etta	air	V.PTCP;PST;FEM;SG
etta	aiver	V.PTCP;PST;FEM;SG
ettas	air	V.PTCP;PST;FEM;PL
ettas	aiver	V.PTCP;PST;FEM;PL
ettia	ar	V;SBJV;PRS;1;SG
ettian	ar	V;SBJV;PRS;3;PL
ettias	ar	V;SBJV;PRS;2;SG
eva	air	V;IND;PST;1;SG;IPFV
eva	ar	V;IND;PST;1;SG;IPFV
eva	r	V;IND;PST;3;SG;IPFV
evan	air	V;IND;PST;1;PL;IPFV
evan	ar	V;IND;PST;3;PL;IPFV
evan	r	V;IND;PST;1;PL;IPFV
evapurada	sfimar	V.PTCP;PST;FEM;SG
evapuradas	sfimar	V.PTCP;PST;FEM;PL
evapurads	sfimar	V.PTCP;PST;MASC;PL
evapurai	sfimar	V;IMP;2;PL
evapurain	sfimar	V;IND;PRS;1;PL
evapurais	sfimar	V;IND;PRS;2;PL
evapurar	sfimar	V;IND;FUT;2;PL
evapurass	sfimar	V;COND;1;SG
evapurassan	sfimar	V;COND;3;PL
evapurassas	sfimar	V;COND;2;PL
evapurava	sfimar	V;IND;PST;1;SG;IPFV
evapuravan	sfimar	V;IND;PST;3;PL;IPFV
evapuravas	sfimar	V;IND;PST;2;SG;IPFV
evapuresch	sfimar	V;IND;PRS;1;SG
evapurescha	sfimar	V;IND;PRS;3;SG
evapureschan	sfimar	V;IND;PRS;3;PL
evapureschas	sfimar	V;IND;PRS;2;SG
evapureschia	sfimar	V;SBJV;PRS;3;SG
evapureschian	sfimar	V;SBJV;PRS;3;PL
evapureschias	sfimar	V;SBJV;PRS;2;SG
evapurond	sfimar	V.PTCP;PRS
evapurà	sfimar	V.PTCP;PST;MASC;SG
evas	air	V;IND;PST;2;PL;IPFV
evas	ar	V;IND;PST;2;PL;IPFV
evas	r	V;IND;PST;2;PL;IPFV
existi	coexister	V;IMP;2;PL
existind	coexister	V.PTCP;PRS
fiss	esser	V;COND;3;SG
fissan	esser	V;COND;3;PL
fissas	esser	V;COND;2;PL
fitigada	ifitgar	V.PTCP;PST;FEM;SG
fitigà	ifitgar	V.PTCP;PST;FEM;SG
gada	tgar	V.PTCP;PST;FEM;SG
gas	ir	V.PTCP;PST;FEM;PL
gas	r	V.PTCP;PST;FEM;PL
gescha	schar	V;IMP;2;SG
giai	ir	V;IMP;2;PL
giain	ir	V;IND;PRS;1;PL
giais	ir	V;IND;PRS;2;PL
giaja	ir	V;SBJV;PRS;3;SG
giajan	ir	V;SBJV;PRS;1;PL
giajas	ir	V;SBJV;PRS;2;PL
giess	ir	V;COND;3;SG
giessan	ir	V;COND;3;PL
giessas	ir	V;COND;2;SG
gieva	ir	V;IND;PST;3;SG;IPFV
gievan	ir	V;IND;PST;1;PL;IPFV
gievas	ir	V;IND;PST;2;PL;IPFV
giond	ir	V.PTCP;PRS
gì	avair	V.PTCP;PST;MASC;SG
ha	avair	V;IND;PRS;3;SG
hai	avair	V;IND;PRS;1;SG
haja	avair	V;SBJV;PRS;1;SG
hajan	avair	V;SBJV;PRS;3;PL
hajas	avair	V;IMP;2;SG
han	avair	V;IND;PRS;3;PL
has	avair	V;IND;PRS;2;SG
hesch	ar	V;IND;PRS;1;SG
hesch	car	V;IND;PRS;1;SG
hescha	ar	V;IND;PRS;3;SG
hescha	car	V;IND;PRS;3;SG
heschan	ar	V;IND;PRS;3;PL
heschan	car	V;IND;PRS;3;PL
heschas	ar	V;IND;PRS;2;SG
heschas	car	V;IND;PRS;2;SG
heschia	ar	V;SBJV;PRS;1;SG
heschia	car	V;SBJV;PRS;1;SG
heschian	ar	V;SBJV;PRS;1;PL
heschian	car	V;SBJV;PRS;1;PL
heschias	ar	V;SBJV;PRS;2;SG
heschias	car	V;SBJV;PRS;2;PL
hia	ar	V;SBJV;PRS;1;SG
hia	car	V;SBJV;PRS;1;SG
hian	ar	V;SBJV;PRS;3;PL
hian	car	V;SBJV;PRS;3;PL
hias	ar	V;SBJV;PRS;2;SG
hias	car	V;SBJV;PRS;2;PL
humifitgada	umifitgar	V.PTCP;PST;FEM;SG
humifitgadas	umifitgar	V.PTCP;PST;FEM;PL
humifitgads	umifitgar	V.PTCP;PST;MASC;PL
humifitgai	umifitgar	V;IMP;2;PL
humifitgain	umifitgar	V;IND;PRS;1;PL
humifitgais	umifitgar	V;IND;PRS;2;PL
humifitgar	umifitgar	V;IND;FUT;3;PL
humifitgass	umifitgar	V;COND;3;SG
humifitgassan	umifitgar	V;COND;3;PL
humifitgassas	umifitgar	V;COND;2;PL
humifitgava	umifitgar	V;IND;PST;1;SG;IPFV
humifitgavan	umifitgar	V;IND;PST;1;PL;IPFV
humifitgavas	umifitgar	V;IND;PST;2;SG;IPFV
humifitgesch	umifitgar	V;IND;PRS;1;SG
humifitgescha	umifitgar	V;IND;PRS;3;SG
humifitgeschan	umifitgar	V;IND;PRS;3;PL
humifitgeschas	umifitgar	V;IND;PRS;2;SG
humifitgeschia	umifitgar	V;SBJV;PRS;1;SG
humifitgeschian	umifitgar	V;SBJV;PRS;3;PL
humifitgeschias	umifitgar	V;SBJV;PRS;2;SG
humifitgond	umifitgar	V.PTCP;PRS
humifitgà	umifitgar	V.PTCP;PST;MASC;SG
i	ar	V;IMP;2;PL
i	er	V;IMP;2;PL
i	gir	V;IND;PRS;3;SG
i	r	V;IMP;2;PL
i	ulair	V;IND;PRS;1;SG
i	vair	V;IND;PRS;1;SG
ia	air	V;SBJV;PRS;1;SG
ia	ar	V;SBJV;PRS;1;SG
ia	er	V;SBJV;PRS;1;SG
iada	ar	V.PTCP;PST;FEM;SG
iadas	ar	V.PTCP;PST;FEM;PL
iads	ar	V.PTCP;PST;MASC;PL
iai	ar	V;IMP;2;PL
iai	er	V;IMP;2;PL
iain	ar	V;IND;PRS;1;PL
iain	er	V;IND;PRS;1;PL
iais	ar	V;IND;PRS;2;PL
iais	er	V;IND;PRS;2;PL
ian	air	V;SBJV;PRS;1;PL
ian	ar	V;SBJV;PRS;1;PL
ian	er	V;SBJV;PRS;3;PL
iar	ar	V;IND;FUT;2;PL
ias	air	V;SBJV;PRS;2;PL
ias	ar	V;SBJV;PRS;2;PL
ias	er	V;SBJV;PRS;2;PL
iass	ar	V;COND;3;SG
iassan	ar	V;COND;3;PL
iassas	ar	V;COND;2;SG
iava	ar	V;IND;PST;1;SG;IPFV
iavan	ar	V;IND;PST;3;PL;IPFV
iavas	ar	V;IND;PST;2;PL;IPFV
ichia	accar	V;SBJV;PRS;3;SG
ichian	accar	V;SBJV;PRS;1;PL
ichias	accar	V;SBJV;PRS;2;PL
id	dar	V;IND;PRS;1;SG
ida	air	V.PTCP;PST;FEM;SG
ida	ar	V.PTCP;PST;FEM;SG
ida	dar	V;IND;PRS;3;SG
ida	er	V.PTCP;PST;FEM;SG
idan	dar	V;IND;PRS;3;PL
idas	air	V.PTCP;PST;FEM;PL
idas	ar	V.PTCP;PST;FEM;PL
idas	dar	V;IND;PRS;2;SG
idas	er	V.PTCP;PST;FEM;PL
idia	dar	V;SBJV;PRS;1;SG
idian	dar	V;SBJV;PRS;3;PL
idias	dar	V;SBJV;PRS;2;PL
idl	dlar	V;IND;PRS;1;SG
idla	dlar	V;IND;PRS;3;SG
idlan	dlar	V;IND;PRS;3;PL
idlas	dlar	V;IND;PRS;2;SG
idlel	dlar	V;IND;PRS;1;SG
idlia	dlar	V;SBJV;PRS;1;SG
idlian	dlar	V;SBJV;PRS;3;PL
idlias	dlar	V;SBJV;PRS;2;PL
ids	air	V.PTCP;PST;MASC;PL
ids	ar	V.PTCP;PST;MASC;PL
ids	er	V.PTCP;PST;MASC;PL
iesch	ar	V;IND;PRS;1;SG
iescha	ar	V;IND;PRS;3;SG
ieschan	ar	V;IND;PRS;3;PL
ieschas	ar	V;IND;PRS;2;SG
ieschia	ar	V;SBJV;PRS;3;SG
ieschian	ar	V;SBJV;PRS;3;PL
ieschias	ar	V;SBJV;PRS;2;SG
ieu	uar	V;IND;PRS;1;SG
ieua	uar	V;IMP;2;SG
ieuan	uar	V;IND;PRS;3;PL
ieuas	uar	V;IND;PRS;2;SG
ieuia	uar	V;SBJV;PRS;1;SG
ieuian	uar	V;SBJV;PRS;3;PL
ieuias	uar	V;SBJV;PRS;2;PL
