		V;NFIN
ssevien	isser	V;SBJV;PST;3;PL;IPFV
ssevies	isser	V;SBJV;PST;2;PL;IPFV
ssi	isser	V;IMP;2;PL
ssi	r	V;COND;1;SG
ssida	isser	V.PTCP;PST;FEM;SG
ssidas	isser	V.PTCP;PST;FEM;PL
ssien	r	V;COND;1;PL
ssies	r	V;COND;2;PL
ssin	isser	V;IND;PRS;1;PL
ssis	isser	V;IND;PRS;2;PL
ssiu	isser	V.PTCP;PST;MASC;SG
ssius	isser	V.PTCP;PST;NEUT
sss	r	V;COND;1;SG
ssîen	isser	V;SBJV;PRS;1;PL
ssîes	isser	V;SBJV;PRS;2;PL
st	ner	V.PTCP;PST;MASC;SG
sta	ner	V.PTCP;PST;FEM;SG
sta	rgnar	V;IMP;2;SG
sta	rrer	V.PTCP;PST;FEM;SG
stada	esser	V.PTCP;PST;FEM;SG
stada	rgnar	V.PTCP;PST;FEM;SG
stadas	esser	V.PTCP;PST;FEM;PL
stadas	rgnar	V.PTCP;PST;FEM;PL
stai	esser	V.PTCP;PST;MASC;PL
stai	rgnar	V.PTCP;PST;MASC;PL
stan	rgnar	V;IND;PRS;3;PL
star	rgnar	V;IND;FUT;3;SG
stargei	rtrer	V;IMP;2;PL
stargeien	rtrer	V;SBJV;PRS;1;PL
stargeies	rtrer	V;SBJV;PRS;2;PL
stargein	rtrer	V;IND;PRS;1;PL
stargeis	rtrer	V;IND;PRS;2;PL
stargess	rtrer	V;COND;1;SG
stargessen	rtrer	V;COND;3;PL
stargesses	rtrer	V;COND;2;PL
stargessi	rtrer	V;COND;1;SG
stargessien	rtrer	V;COND;3;PL
stargessies	rtrer	V;COND;2;PL
stargeva	rtrer	V;IND;PST;3;SG;IPFV
stargevan	rtrer	V;IND;PST;3;PL;IPFV
stargevas	rtrer	V;IND;PST;2;SG;IPFV
stargevel	rtrer	V;IND;PST;1;SG;IPFV
stargevi	rtrer	V;SBJV;PST;3;SG;IPFV
stargevien	rtrer	V;SBJV;PST;3;PL;IPFV
stargevies	rtrer	V;SBJV;PST;2;SG;IPFV
stas	ner	V.PTCP;PST;FEM;PL
stas	rgnar	V;IND;PRS;2;SG
stas	rrer	V.PTCP;PST;FEM;PL
stass	rgnar	V;COND;1;SG
stassen	rgnar	V;COND;3;PL
stasses	rgnar	V;COND;2;PL
stassi	cunterstar	V;COND;3;SG
stassi	rgnar	V;COND;1;SG
stassien	cunterstar	V;COND;1;PL
stassien	rgnar	V;COND;3;PL
stassies	cunterstar	V;COND;2;PL
stassies	rgnar	V;COND;2;PL
stau	esser	V.PTCP;PST;MASC;SG
stau	rgnar	V.PTCP;PST;MASC;SG
staus	esser	V.PTCP;PST;NEUT
staus	rgnar	V.PTCP;PST;NEUT
stava	rgnar	V;IND;PST;3;SG;IPFV
stavan	rgnar	V;IND;PST;1;PL;IPFV
stavas	rgnar	V;IND;PST;2;PL;IPFV
stavel	rgnar	V;IND;PST;1;SG;IPFV
stavi	rgnar	V;SBJV;PST;1;SG;IPFV
stavien	rgnar	V;SBJV;PST;3;PL;IPFV
stavies	rgnar	V;SBJV;PST;2;SG;IPFV
stei	rgnar	V;IMP;2;PL
steien	rgnar	V;SBJV;PRS;1;PL
steies	rgnar	V;SBJV;PRS;2;PL
stein	rgnar	V;IND;PRS;1;PL
steis	rgnar	V;IND;PRS;2;PL
stel	rgnar	V;IND;PRS;1;SG
stessi	cunterstar	V;COND;1;SG
stessien	cunterstar	V;COND;3;PL
stessies	cunterstar	V;COND;2;PL
sti	rgnar	V;SBJV;PRS;1;SG
stien	rgnar	V;SBJV;PRS;1;PL
sties	rgnar	V;SBJV;PRS;2;PL
stila	rtrer	V;IMP;2;SG
stilan	rtrer	V;IND;PRS;3;PL
stilas	rtrer	V;IND;PRS;2;SG
stilel	rtrer	V;IND;PRS;1;SG
stili	rtrer	V;SBJV;PRS;1;SG
stilien	rtrer	V;SBJV;PRS;3;PL
stilies	rtrer	V;SBJV;PRS;2;PL
strai	rtrer	V;IND;PRS;3;SG
straiel	rtrer	V;IND;PRS;1;SG
straigi	rtrer	V;SBJV;PRS;1;SG
straigien	rtrer	V;SBJV;PRS;3;PL
straigies	rtrer	V;SBJV;PRS;2;PL
strain	rtrer	V;IND;PRS;3;PL
strais	rtrer	V;IND;PRS;2;SG
stratg	rtrer	V.PTCP;PST;MASC;SG
stratga	rtrer	V.PTCP;PST;FEM;SG
stratgas	rtrer	V.PTCP;PST;FEM;PL
stratgs	rtrer	V.PTCP;PST;MASC;PL
strer	rtrer	V;IND;FUT;3;SG
sts	ner	V.PTCP;PST;NEUT
sts	rrer	V.PTCP;PST;NEUT
sun	esser	V;IND;PRS;1;SG
sundel	esser	V;IND;PRS;1;SG
sîen	r	V;SBJV;PRS;1;PL
sîes	r	V;SBJV;PRS;2;PL
t	er	V.PTCP;PST;MASC;SG
t	mper	V.PTCP;PST;MASC;SG
t	r	V;IND;PRS;3;SG
t	scher	V.PTCP;PST;MASC;SG
ta	er	V.PTCP;PST;FEM;SG
ta	scher	V.PTCP;PST;FEM;SG
tada	sar	V.PTCP;PST;FEM;SG
tada	star	V.PTCP;PST;FEM;SG
tadas	sar	V.PTCP;PST;FEM;PL
tadas	star	V.PTCP;PST;FEM;PL
tai	sar	V.PTCP;PST;MASC;PL
tai	star	V.PTCP;PST;MASC;PL
tar	sar	V;IND;FUT;1;SG
tar	star	V;IND;FUT;1;SG
tas	er	V.PTCP;PST;FEM;PL
tas	scher	V.PTCP;PST;FEM;PL
tass	sar	V;COND;1;SG
tass	star	V;COND;3;SG
tassen	sar	V;COND;1;PL
tassen	star	V;COND;3;PL
tasses	sar	V;COND;2;SG
tasses	star	V;COND;2;SG
tasses	urstar	V;COND;2;SG
tassi	sar	V;COND;1;SG
tassi	star	V;COND;1;SG
tassien	sar	V;COND;3;PL
tassien	star	V;COND;1;PL
tassies	sar	V;COND;2;PL
tassies	star	V;COND;2;PL
tau	sar	V.PTCP;PST;MASC;SG
tau	star	V.PTCP;PST;MASC;SG
taus	sar	V.PTCP;PST;NEUT
taus	star	V.PTCP;PST;NEUT
tava	sar	V;IND;PST;3;SG;IPFV
tava	star	V;IND;PST;3;SG;IPFV
tavan	sar	V;IND;PST;1;PL;IPFV
tavan	star	V;IND;PST;3;PL;IPFV
tavas	sar	V;IND;PST;2;SG;IPFV
tavas	star	V;IND;PST;2;SG;IPFV
tavel	sar	V;IND;PST;1;SG;IPFV
tavel	star	V;IND;PST;1;SG;IPFV
tavi	sar	V;SBJV;PST;1;SG;IPFV
tavi	star	V;SBJV;PST;1;SG;IPFV
tavien	sar	V;SBJV;PST;3;PL;IPFV
tavien	star	V;SBJV;PST;3;PL;IPFV
tavies	sar	V;SBJV;PST;2;PL;IPFV
tavies	star	V;SBJV;PST;2;PL;IPFV
tei	sar	V;IMP;2;PL
tei	star	V;IMP;2;PL
teien	sar	V;SBJV;PRS;1;PL
teien	star	V;SBJV;PRS;1;PL
teies	sar	V;SBJV;PRS;2;PL
teies	star	V;SBJV;PRS;2;PL
tein	sar	V;IND;PRS;1;PL
tein	star	V;IND;PRS;1;PL
teis	sar	V;IND;PRS;2;PL
teis	star	V;IND;PRS;2;PL
tenziada	sibilisar	V.PTCP;PST;FEM;SG
tenziadas	sibilisar	V.PTCP;PST;FEM;PL
tenziai	sibilisar	V.PTCP;PST;MASC;PL
tenziar	sibilisar	V;IND;FUT;1;SG
tenziass	sibilisar	V;COND;1;SG
tenziassen	sibilisar	V;COND;1;PL
tenziasses	sibilisar	V;COND;2;PL
tenziassi	sibilisar	V;COND;1;SG
tenziassien	sibilisar	V;COND;1;PL
tenziassies	sibilisar	V;COND;2;PL
tenziau	sibilisar	V.PTCP;PST;MASC;SG
tenziaus	sibilisar	V.PTCP;PST;NEUT
tenziava	sibilisar	V;IND;PST;3;SG;IPFV
tenziavan	sibilisar	V;IND;PST;3;PL;IPFV
tenziavas	sibilisar	V;IND;PST;2;SG;IPFV
tenziavel	sibilisar	V;IND;PST;1;SG;IPFV
tenziavi	sibilisar	V;SBJV;PST;3;SG;IPFV
tenziavien	sibilisar	V;SBJV;PST;1;PL;IPFV
tenziavies	sibilisar	V;SBJV;PST;2;SG;IPFV
tenziei	sibilisar	V;IMP;2;PL
tenzieien	sibilisar	V;SBJV;PRS;1;PL
tenzieies	sibilisar	V;SBJV;PRS;2;PL
tenziein	sibilisar	V;IND;PRS;1;PL
tenzieis	sibilisar	V;IND;PRS;2;PL
tenziescha	sibilisar	V;IND;PRS;3;SG
tenzieschan	sibilisar	V;IND;PRS;3;PL
tenzieschas	sibilisar	V;IND;PRS;2;SG
tenzieschel	sibilisar	V;IND;PRS;1;SG
tenzieschi	sibilisar	V;SBJV;PRS;1;SG
tenzieschien	sibilisar	V;SBJV;PRS;3;PL
tenzieschies	sibilisar	V;SBJV;PRS;2;SG
tescha	sar	V;IND;PRS;3;SG
tescha	star	V;IND;PRS;3;SG
teschan	sar	V;IND;PRS;3;PL
teschan	star	V;IND;PRS;3;PL
teschas	sar	V;IND;PRS;2;SG
teschas	star	V;IND;PRS;2;SG
teschel	sar	V;IND;PRS;1;SG
teschel	star	V;IND;PRS;1;SG
teschi	sar	V;SBJV;PRS;1;SG
teschi	star	V;SBJV;PRS;1;SG
teschien	sar	V;SBJV;PRS;3;PL
teschien	star	V;SBJV;PRS;1;PL
teschies	sar	V;SBJV;PRS;2;PL
teschies	star	V;SBJV;PRS;2;PL
tess	oter	V;COND;1;SG
tessen	oter	V;COND;3;PL
tesses	oter	V;COND;2;PL
tesses	urstar	V;COND;2;SG
tessi	oter	V;COND;1;SG
tessien	oter	V;COND;3;PL
tessies	oter	V;COND;2;SG
teva	oter	V;IND;PST;3;SG;IPFV
tevan	oter	V;IND;PST;3;PL;IPFV
tevas	oter	V;IND;PST;2;SG;IPFV
tevel	oter	V;IND;PST;1;SG;IPFV
tevi	oter	V;SBJV;PST;3;SG;IPFV
tevien	oter	V;SBJV;PST;1;PL;IPFV
tevies	oter	V;SBJV;PST;2;PL;IPFV
tg	ir	V.PTCP;PST;MASC;SG
tg	nscher	V.PTCP;PST;MASC;SG
tg	r	V.PTCP;PST;MASC;SG
tga	ir	V.PTCP;PST;FEM;SG
tga	nscher	V.PTCP;PST;FEM;SG
tga	r	V.PTCP;PST;FEM;SG
tgas	ir	V.PTCP;PST;FEM;PL
tgas	nscher	V.PTCP;PST;FEM;PL
tgas	r	V.PTCP;PST;FEM;PL
tgel	r	V;IND;PRS;1;SG
tgi	r	V;SBJV;PRS;1;SG
tgien	r	V;SBJV;PRS;3;PL
tgiert	corscher	V.PTCP;PST;MASC;SG
tgies	r	V;SBJV;PRS;2;PL
tgs	ir	V.PTCP;PST;NEUT
tgs	nscher	V.PTCP;PST;NEUT
tgs	r	V.PTCP;PST;MASC;PL
ti	oter	V.PTCP;PST;MASC;PL
tida	oter	V.PTCP;PST;FEM;SG
tidas	oter	V.PTCP;PST;FEM;PL
tilien	strer	V;SBJV;PRS;1;PL
tillada	perar	V.PTCP;PST;FEM;SG
tilladas	perar	V.PTCP;PST;FEM;PL
tillai	perar	V.PTCP;PST;MASC;PL
tillar	perar	V;IND;FUT;3;PL
tillass	perar	V;COND;1;SG
tillassen	perar	V;COND;3;PL
tillasses	perar	V;COND;2;PL
tillassi	perar	V;COND;3;SG
tillassien	perar	V;COND;3;PL
tillassies	perar	V;COND;2;PL
tillau	perar	V.PTCP;PST;MASC;SG
tillaus	perar	V.PTCP;PST;NEUT
tillava	perar	V;IND;PST;3;SG;IPFV
tillavan	perar	V;IND;PST;3;PL;IPFV
tillavas	perar	V;IND;PST;2;SG;IPFV
tillavel	perar	V;IND;PST;1;SG;IPFV
tillavi	perar	V;SBJV;PST;1;SG;IPFV
tillavien	perar	V;SBJV;PST;1;PL;IPFV
tillavies	perar	V;SBJV;PST;2;SG;IPFV
tillei	perar	V;IMP;2;PL
tilleien	perar	V;SBJV;PRS;1;PL
tilleies	perar	V;SBJV;PRS;2;PL
tillein	perar	V;IND;PRS;1;PL
tilleis	perar	V;IND;PRS;2;PL
tillescha	perar	V;IND;PRS;3;SG
tilleschan	perar	V;IND;PRS;3;PL
tilleschas	perar	V;IND;PRS;2;SG
tilleschel	perar	V;IND;PRS;1;SG
tilleschi	perar	V;SBJV;PRS;3;SG
tilleschien	perar	V;SBJV;PRS;3;PL
tilleschies	perar	V;SBJV;PRS;2;PL
tirpada	stirpar	V.PTCP;PST;FEM;SG
tirpadas	stirpar	V.PTCP;PST;FEM;PL
tirpai	stirpar	V.PTCP;PST;MASC;PL
tirpar	stirpar	V;IND;FUT;2;PL
tirpass	stirpar	V;COND;1;SG
tirpassen	stirpar	V;COND;3;PL
tirpasses	stirpar	V;COND;2;PL
tirpassi	stirpar	V;COND;1;SG
tirpassien	stirpar	V;COND;3;PL
tirpassies	stirpar	V;COND;2;SG
tirpau	stirpar	V.PTCP;PST;MASC;SG
tirpaus	stirpar	V.PTCP;PST;NEUT
tirpava	stirpar	V;IND;PST;3;SG;IPFV
tirpavan	stirpar	V;IND;PST;1;PL;IPFV
tirpavas	stirpar	V;IND;PST;2;SG;IPFV
tirpavel	stirpar	V;IND;PST;1;SG;IPFV
tirpavi	stirpar	V;SBJV;PST;3;SG;IPFV
tirpavien	stirpar	V;SBJV;PST;3;PL;IPFV
tirpavies	stirpar	V;SBJV;PST;2;SG;IPFV
tirpei	stirpar	V;IMP;2;PL
tirpeien	stirpar	V;SBJV;PRS;1;PL
tirpeies	stirpar	V;SBJV;PRS;2;PL
tirpein	stirpar	V;IND;PRS;1;PL
tirpeis	stirpar	V;IND;PRS;2;PL
tirpescha	stirpar	V;IND;PRS;3;SG
tirpeschan	stirpar	V;IND;PRS;3;PL
tirpeschas	stirpar	V;IND;PRS;2;SG
tirpeschel	stirpar	V;IND;PRS;1;SG
tirpeschi	stirpar	V;SBJV;PRS;1;SG
tirpeschien	stirpar	V;SBJV;PRS;3;PL
tirpeschies	stirpar	V;SBJV;PRS;2;SG
tiu	oter	V.PTCP;PST;MASC;SG
tius	oter	V.PTCP;PST;NEUT
traigies	seretrer	V;SBJV;PRS;2;PL
ts	er	V.PTCP;PST;MASC;PL
ts	mper	V.PTCP;PST;MASC;PL
ts	scher	V.PTCP;PST;MASC;PL
tschess	etscher	V;COND;1;SG
tschessen	etscher	V;COND;3;PL
tschesses	etscher	V;COND;2;PL
tschessi	etscher	V;COND;1;SG
tschessien	etscher	V;COND;3;PL
tschessies	etscher	V;COND;2;PL
tscheva	etscher	V;IND;PST;3;SG;IPFV
tschevan	etscher	V;IND;PST;3;PL;IPFV
tschevas	etscher	V;IND;PST;2;SG;IPFV
tschevel	etscher	V;IND;PST;1;SG;IPFV
tschevi	etscher	V;SBJV;PST;1;SG;IPFV
tschevien	etscher	V;SBJV;PST;1;PL;IPFV
tschevies	etscher	V;SBJV;PST;2;SG;IPFV
tschi	etscher	V;IMP;2;PL
tschida	etscher	V.PTCP;PST;FEM;SG
tschidas	etscher	V.PTCP;PST;FEM;PL
tschin	etscher	V;IND;PRS;1;PL
tschis	etscher	V;IND;PRS;2;PL
tschiu	etscher	V.PTCP;PST;MASC;SG
tschius	etscher	V.PTCP;PST;NEUT
tschîen	etscher	V;SBJV;PRS;1;PL
tschîes	etscher	V;SBJV;PRS;2;PL
tta	diar	V;IMP;2;SG
tta	mper	V.PTCP;PST;FEM;SG
ttan	diar	V;IND;PRS;3;PL
ttan	r	V;IND;PRS;3;PL
ttas	diar	V;IND;PRS;2;SG
ttas	mper	V.PTCP;PST;FEM;PL
ttei	diar	V;IMP;2;PL
tteien	diar	V;SBJV;PRS;1;PL
tteies	diar	V;SBJV;PRS;2;PL
ttein	diar	V;IND;PRS;1;PL
tteis	diar	V;IND;PRS;2;PL
ttel	diar	V;IND;PRS;1;SG
tter	diar	V;IND;FUT;1;SG
ttess	diar	V;COND;3;SG
ttess	oter	V;COND;1;SG
ttessen	diar	V;COND;1;PL
ttessen	oter	V;COND;3;PL
ttesses	diar	V;COND;2;PL
ttesses	oter	V;COND;2;PL
ttessi	diar	V;COND;1;SG
ttessi	oter	V;COND;1;SG
ttessien	diar	V;COND;3;PL
ttessien	oter	V;COND;1;PL
ttessies	diar	V;COND;2;PL
ttessies	oter	V;COND;2;PL
tteva	diar	V;IND;PST;3;SG;IPFV
tteva	oter	V;IND;PST;3;SG;IPFV
ttevan	diar	V;IND;PST;3;PL;IPFV
ttevan	oter	V;IND;PST;3;PL;IPFV
ttevas	diar	V;IND;PST;2;SG;IPFV
ttevas	oter	V;IND;PST;2;SG;IPFV
ttevel	diar	V;IND;PST;1;SG;IPFV
ttevel	oter	V;IND;PST;1;SG;IPFV
ttevi	diar	V;SBJV;PST;1;SG;IPFV
ttevi	oter	V;SBJV;PST;3;SG;IPFV
ttevien	diar	V;SBJV;PST;3;PL;IPFV
ttevien	oter	V;SBJV;PST;1;PL;IPFV
ttevies	diar	V;SBJV;PST;2;SG;IPFV
ttevies	oter	V;SBJV;PST;2;SG;IPFV
tti	diar	V;SBJV;PRS;3;SG
tti	oter	V;IMP;2;PL
ttida	oter	V.PTCP;PST;FEM;SG
ttidas	oter	V.PTCP;PST;FEM;PL
ttien	diar	V;SBJV;PRS;3;PL
tties	diar	V;SBJV;PRS;2;PL
ttin	oter	V;IND;PRS;1;PL
ttis	oter	V;IND;PRS;2;PL
ttiu	oter	V.PTCP;PST;MASC;SG
ttius	oter	V.PTCP;PST;NEUT
ttîen	oter	V;SBJV;PRS;1;PL
ttîes	oter	V;SBJV;PRS;2;PL
tunada	schlar	V.PTCP;PST;FEM;SG
tunadas	schlar	V.PTCP;PST;FEM;PL
tunai	schlar	V.PTCP;PST;MASC;PL
tunar	schlar	V;IND;FUT;3;SG
tunass	schlar	V;COND;1;SG
tunassen	schlar	V;COND;3;PL
tunasses	schlar	V;COND;2;PL
tunassi	schlar	V;COND;3;SG
tunassien	schlar	V;COND;3;PL
tunassies	schlar	V;COND;2;PL
tunau	schlar	V.PTCP;PST;MASC;SG
tunaus	schlar	V.PTCP;PST;NEUT
tunava	schlar	V;IND;PST;3;SG;IPFV
tunavan	schlar	V;IND;PST;1;PL;IPFV
tunavas	schlar	V;IND;PST;2;PL;IPFV
tunavel	schlar	V;IND;PST;1;SG;IPFV
tunavi	schlar	V;SBJV;PST;1;SG;IPFV
tunavien	schlar	V;SBJV;PST;3;PL;IPFV
tunavies	schlar	V;SBJV;PST;2;SG;IPFV
tunei	schlar	V;IMP;2;PL
tuneien	schlar	V;SBJV;PRS;1;PL
tuneies	schlar	V;SBJV;PRS;2;PL
tunein	schlar	V;IND;PRS;1;PL
tuneis	schlar	V;IND;PRS;2;PL
tunescha	schlar	V;IND;PRS;3;SG
tuneschan	schlar	V;IND;PRS;3;PL
tuneschas	schlar	V;IND;PRS;2;SG
tuneschel	schlar	V;IND;PRS;1;SG
tuneschi	schlar	V;SBJV;PRS;3;SG
tuneschien	schlar	V;SBJV;PRS;3;PL
tuneschies	schlar	V;SBJV;PRS;2;SG
u	r	V.PTCP;PST;MASC;SG
uada	tar	V.PTCP;PST;FEM;SG
uadas	tar	V.PTCP;PST;FEM;PL
uai	tar	V.PTCP;PST;MASC;PL
uar	tar	V;IND;FUT;3;PL
uass	tar	V;COND;1;SG
uassen	tar	V;COND;3;PL
uasses	tar	V;COND;2;PL
uassi	tar	V;COND;1;SG
uassien	tar	V;COND;3;PL
uassies	tar	V;COND;2;SG
uatess	atiuer	V;COND;1;SG
uatessen	atiuer	V;COND;1;PL
uatesses	atiuer	V;COND;2;PL
uatessi	atiuer	V;COND;1;SG
uatessien	atiuer	V;COND;3;PL
uatessies	atiuer	V;COND;2;PL
uateva	atiuer	V;IND;PST;3;SG;IPFV
uatevan	atiuer	V;IND;PST;3;PL;IPFV
uatevas	atiuer	V;IND;PST;2;SG;IPFV
uatevel	atiuer	V;IND;PST;1;SG;IPFV
uatevi	atiuer	V;SBJV;PST;3;SG;IPFV
uatevien	atiuer	V;SBJV;PST;3;PL;IPFV
uatevies	atiuer	V;SBJV;PST;2;SG;IPFV
uati	atiuer	V;IMP;2;PL
uatida	atiuer	V.PTCP;PST;FEM;SG
uatidas	atiuer	V.PTCP;PST;FEM;PL
uatin	atiuer	V;IND;PRS;1;PL
uatis	atiuer	V;IND;PRS;2;PL
uatiu	atiuer	V.PTCP;PST;MASC;SG
uatius	atiuer	V.PTCP;PST;NEUT
uatîen	atiuer	V;SBJV;PRS;1;PL
uatîes	atiuer	V;SBJV;PRS;2;PL
uau	tar	V.PTCP;PST;MASC;SG
uaus	tar	V.PTCP;PST;NEUT
uava	tar	V;IND;PST;3;SG;IPFV
uavan	tar	V;IND;PST;3;PL;IPFV
uavas	tar	V;IND;PST;2;SG;IPFV
uavel	tar	V;IND;PST;1;SG;IPFV
uavi	tar	V;SBJV;PST;3;SG;IPFV
uavien	tar	V;SBJV;PST;3;PL;IPFV
uavies	tar	V;SBJV;PST;2;SG;IPFV
udei	auder	V;IMP;2;PL
udeien	auder	V;SBJV;PRS;1;PL
udeies	auder	V;SBJV;PRS;2;PL
udein	auder	V;IND;PRS;1;PL
udeis	auder	V;IND;PRS;2;PL
udess	auder	V;COND;1;SG
udessen	auder	V;COND;1;PL
udesses	auder	V;COND;2;PL
udessi	auder	V;COND;1;SG
udessien	auder	V;COND;3;PL
udessies	auder	V;COND;2;PL
udeva	auder	V;IND;PST;3;SG;IPFV
udevan	auder	V;IND;PST;3;PL;IPFV
udevas	auder	V;IND;PST;2;SG;IPFV
udevel	auder	V;IND;PST;1;SG;IPFV
udevi	auder	V;SBJV;PST;1;SG;IPFV
udevien	auder	V;SBJV;PST;3;PL;IPFV
udevies	auder	V;SBJV;PST;2;SG;IPFV
udi	auder	V;IMP;2;PL
udin	auder	V;IND;PRS;1;PL
udis	auder	V;IND;PRS;2;PL
udîen	auder	V;SBJV;PRS;1;PL
udîes	auder	V;SBJV;PRS;2;PL
uei	eiber	V;IMP;2;PL
uei	eiver	V;IMP;2;PL
uei	iuer	V;IMP;2;PL
uei	over	V;IMP;2;PL
uei	tar	V;IMP;2;PL
ueien	eiber	V;SBJV;PRS;1;PL
ueien	eiver	V;SBJV;PRS;1;PL
ueien	iuer	V;SBJV;PRS;1;PL
ueien	over	V;SBJV;PRS;1;PL
ueien	tar	V;SBJV;PRS;1;PL
ueies	eiber	V;SBJV;PRS;2;PL
ueies	eiver	V;SBJV;PRS;2;PL
ueies	iuer	V;SBJV;PRS;2;PL
ueies	over	V;SBJV;PRS;2;PL
ueies	tar	V;SBJV;PRS;2;PL
uein	eiber	V;IND;PRS;1;PL
uein	eiver	V;IND;PRS;1;PL
uein	iuer	V;IND;PRS;1;PL
uein	over	V;IND;PRS;1;PL
uein	tar	V;IND;PRS;1;PL
ueis	eiber	V;IND;PRS;2;PL
ueis	eiver	V;IND;PRS;2;PL
ueis	over	V;IND;PRS;2;PL
ueis	tar	V;IND;PRS;2;PL
uescha	tar	V;IND;PRS;3;SG
ueschan	tar	V;IND;PRS;3;PL
ueschas	tar	V;IND;PRS;2;SG
ueschel	tar	V;IND;PRS;1;SG
ueschi	tar	V;SBJV;PRS;1;SG
ueschien	tar	V;SBJV;PRS;3;PL
ueschies	tar	V;SBJV;PRS;2;PL
uess	eiber	V;COND;1;SG
uess	eiver	V;COND;1;SG
uess	iuer	V;COND;1;SG
uess	over	V;COND;1;SG
uessen	eiber	V;COND;3;PL
uessen	eiver	V;COND;3;PL
uessen	iuer	V;COND;3;PL
uessen	over	V;COND;1;PL
uesses	eiber	V;COND;2;PL
uesses	eiver	V;COND;2;SG
uesses	iuer	V;COND;2;SG
uesses	over	V;COND;2;PL
uessi	eiber	V;COND;1;SG
uessi	eiver	V;COND;1;SG
uessi	iuer	V;COND;1;SG
uessi	over	V;COND;1;SG
uessien	eiber	V;COND;3;PL
uessien	eiver	V;COND;3;PL
uessien	iuer	V;COND;3;PL
uessien	over	V;COND;1;PL
uessies	eiber	V;COND;2;SG
uessies	eiver	V;COND;2;PL
uessies	iuer	V;COND;2;PL
uessies	over	V;COND;2;SG
ueva	eiber	V;IND;PST;3;SG;IPFV
ueva	eiver	V;IND;PST;3;SG;IPFV
ueva	iuer	V;IND;PST;3;SG;IPFV
ueva	over	V;IND;PST;3;SG;IPFV
uevan	eiber	V;IND;PST;3;PL;IPFV
uevan	eiver	V;IND;PST;3;PL;IPFV
uevan	iuer	V;IND;PST;3;PL;IPFV
uevan	over	V;IND;PST;1;PL;IPFV
uevas	eiber	V;IND;PST;2;SG;IPFV
uevas	eiver	V;IND;PST;2;SG;IPFV
uevas	iuer	V;IND;PST;2;PL;IPFV
uevas	over	V;IND;PST;2;SG;IPFV
uevel	eiber	V;IND;PST;1;SG;IPFV
uevel	eiver	V;IND;PST;1;SG;IPFV
uevel	iuer	V;IND;PST;1;SG;IPFV
uevel	over	V;IND;PST;1;SG;IPFV
uevi	eiber	V;SBJV;PST;1;SG;IPFV
uevi	eiver	V;SBJV;PST;3;SG;IPFV
uevi	iuer	V;SBJV;PST;3;SG;IPFV
uevi	over	V;SBJV;PST;3;SG;IPFV
uevien	eiber	V;SBJV;PST;3;PL;IPFV
uevien	eiver	V;SBJV;PST;3;PL;IPFV
uevien	iuer	V;SBJV;PST;3;PL;IPFV
uevien	over	V;SBJV;PST;3;PL;IPFV
uevies	eiber	V;SBJV;PST;2;PL;IPFV
uevies	eiver	V;SBJV;PST;2;SG;IPFV
uevies	iuer	V;SBJV;PST;2;PL;IPFV
uevies	over	V;SBJV;PST;2;SG;IPFV
ui	eiber	V.PTCP;PST;MASC;PL
ui	eiver	V;IMP;2;PL
ui	iuer	V.PTCP;PST;MASC;PL
ui	over	V.PTCP;PST;MASC;PL
uida	eiber	V.PTCP;PST;FEM;SG
uida	eiver	V.PTCP;PST;FEM;SG
uida	iuer	V.PTCP;PST;FEM;SG
uida	over	V.PTCP;PST;FEM;SG
uidas	eiber	V.PTCP;PST;FEM;PL
uidas	eiver	V.PTCP;PST;FEM;PL
uidas	iuer	V.PTCP;PST;FEM;PL
uidas	over	V.PTCP;PST;FEM;PL
uin	eiber	V;IND;PRS;1;PL
uin	eiver	V;IND;PRS;1;PL
uis	eiber	V;IND;PRS;2;PL
uis	eiver	V;IND;PRS;2;PL
uiu	eiber	V.PTCP;PST;MASC;SG
uiu	eiver	V.PTCP;PST;MASC;SG
uiu	iuer	V.PTCP;PST;MASC;SG
uiu	over	V.PTCP;PST;MASC;SG
uius	eiber	V.PTCP;PST;NEUT
uius	eiver	V.PTCP;PST;NEUT
uius	iuer	V.PTCP;PST;NEUT
uius	over	V.PTCP;PST;NEUT
ulda	ldar	V;IMP;2;SG
uldan	ldar	V;IND;PRS;3;PL
uldas	ldar	V;IND;PRS;2;SG
uldel	ldar	V;IND;PRS;1;SG
uldi	ldar	V;SBJV;PRS;1;SG
uldien	ldar	V;SBJV;PRS;3;PL
uldies	ldar	V;SBJV;PRS;2;PL
ulei	oler	V;IMP;2;PL
uleien	oler	V;SBJV;PRS;1;PL
uleies	oler	V;SBJV;PRS;2;PL
ulein	oler	V;IND;PRS;1;PL
uleis	oler	V;IND;PRS;2;PL
uless	oler	V;COND;1;SG
ulessen	oler	V;COND;3;PL
ulesses	oler	V;COND;2;PL
ulessi	oler	V;COND;1;SG
ulessien	oler	V;COND;3;PL
ulessies	oler	V;COND;2;PL
uleva	oler	V;IND;PST;3;SG;IPFV
ulevan	oler	V;IND;PST;3;PL;IPFV
ulevas	oler	V;IND;PST;2;SG;IPFV
ulevel	oler	V;IND;PST;1;SG;IPFV
ulevi	oler	V;SBJV;PST;3;SG;IPFV
ulevien	oler	V;SBJV;PST;1;PL;IPFV
ulevies	oler	V;SBJV;PST;2;SG;IPFV
ulta	ltar	V;IND;PRS;3;SG
