		V;NFIN
os	er	V.PTCP;PST;MASC;PL
os	usar	V;IND;PRS;1;SG
osa	usar	V;SBJV;PRS;1;SG
osan	usar	V;SBJV;PRS;1;PL
osas	usar	V;SBJV;PRS;2;PL
osch	uscheir	V;IND;PRS;1;SG
osch	uschier	V;IND;PRS;1;SG
oscha	uscheir	V;SBJV;PRS;3;SG
oscha	uschier	V;SBJV;PRS;1;SG
oschan	uscheir	V;SBJV;PRS;1;PL
oschan	uschier	V;IND;PRS;3;PL
oschas	uscheir	V;SBJV;PRS;2;SG
oschas	uschier	V;SBJV;PRS;2;PL
osd	usdar	V;IND;PRS;1;SG
osda	usdar	V;SBJV;PRS;3;SG
osdan	usdar	V;SBJV;PRS;1;PL
osdas	usdar	V;SBJV;PRS;2;SG
oss	uder	V.PTCP;PST;MASC;SG
oss	ussar	V;IND;PRS;1;SG
ossa	uder	V.PTCP;PST;FEM;SG
ossa	ussar	V;IND;PRS;3;SG
ossan		V;SBJV;PRS;1;PL
ossan	ussar	V;IND;PRS;3;PL
ossas		V;IND;FUT;2;PL
ossas	ar	V;IND;FUT;2;PL
ossas	uder	V.PTCP;PST;FEM;PL
ossas	ussar	V;SBJV;PRS;2;SG
ost	ustar	V;IND;PRS;1;SG
osta	ustar	V;SBJV;PRS;1;SG
ostan	ustar	V;IND;PRS;3;PL
ostas	ustar	V;SBJV;PRS;2;PL
ostr	ustrar	V;IND;PRS;1;SG
ostra	ustrar	V;SBJV;PRS;1;SG
ostran	ustrar	V;SBJV;PRS;1;PL
ostras	ustrar	V;SBJV;PRS;2;SG
ot	uleir	V;IND;PRS;3;SG
ot	utar	V;IND;PRS;1;SG
ot	uttar	V;IND;PRS;1;SG
ota	utar	V;IND;PRS;3;SG
otan	utar	V;SBJV;PRS;1;PL
otas	utar	V;SBJV;PRS;2;SG
otg	utgier	V;IND;PRS;1;SG
otga	utgier	V;SBJV;PRS;1;SG
otgan	utgier	V;SBJV;PRS;1;PL
otgas	utgier	V;SBJV;PRS;2;SG
otta	uttar	V;SBJV;PRS;3;SG
ottan	uleir	V;IND;PRS;3;PL
ottan	uttar	V;SBJV;PRS;1;PL
ottas	uttar	V;SBJV;PRS;2;PL
ou	uar	V;IND;PRS;1;SG
oua	uar	V;SBJV;PRS;1;SG
ouan	uar	V;SBJV;PRS;1;PL
ouas	uar	V;SBJV;PRS;2;SG
oul	ular	V;IND;PRS;1;SG
oula	ular	V;SBJV;PRS;1;SG
oulan	ular	V;IND;PRS;3;PL
oulas	ular	V;SBJV;PRS;2;PL
our	urar	V;IND;PRS;1;SG
oura	urar	V;SBJV;PRS;3;SG
ouran	urar	V;SBJV;PRS;3;PL
ouras	urar	V;IND;PRS;2;SG
ous	usar	V;IND;PRS;1;SG
ousa	usar	V;IND;PRS;3;SG
ousan	usar	V;IND;PRS;3;PL
ousas	usar	V;SBJV;PRS;2;SG
ousch	uschar	V;IND;PRS;1;SG
ousch	uschier	V;IND;PRS;1;SG
ouscha	uschar	V;SBJV;PRS;1;SG
ouscha	uschier	V;SBJV;PRS;1;SG
ouschan	uschar	V;SBJV;PRS;1;PL
ouschan	uschier	V;IND;PRS;3;PL
ouschas	uschar	V;SBJV;PRS;2;SG
ouschas	uschier	V;SBJV;PRS;2;SG
ov	uar	V;IND;PRS;1;SG
ova	uar	V;SBJV;PRS;1;SG
ovan	uar	V;SBJV;PRS;1;PL
ovas	uar	V;SBJV;PRS;2;SG
ovr	uvrar	V;IND;PRS;1;SG
ovr	uvreir	V;IND;PRS;1;SG
ovra	uvrar	V;SBJV;PRS;1;SG
ovra	uvreir	V;IND;PRS;3;SG
ovran	uvrar	V;SBJV;PRS;3;PL
ovran	uvreir	V;SBJV;PRS;3;PL
ovras	uvrar	V;SBJV;PRS;2;SG
ovras	uvreir	V;SBJV;PRS;2;PL
oz	uzzar	V;IND;PRS;1;SG
oztg	uztgier	V;IND;PRS;1;SG
oztga	uztgier	V;SBJV;PRS;1;SG
oztgan	uztgier	V;IND;PRS;3;PL
oztgas	uztgier	V;SBJV;PRS;2;SG
ozza	uzzar	V;SBJV;PRS;1;SG
ozzan	uzzar	V;SBJV;PRS;3;PL
ozzas	uzzar	V;SBJV;PRS;2;PL
provas	mpruar	V;IND;PRS;2;SG
ptga	veir	V;SBJV;PRS;1;SG
ptgan	veir	V;SBJV;PRS;3;PL
ptgas	veir	V;SBJV;PRS;2;SG
r	arar	V;IND;PRS;1;SG
ra	arar	V;SBJV;PRS;1;SG
ra	er	V;SBJV;PRS;3;SG
ra	sser	V;IND;PST;1;SG;IPFV
radas	arar	V.PTCP;PST;FEM;PL
ragia	argeir	V;SBJV;PRS;3;SG
ragian	argeir	V;SBJV;PRS;1;PL
ragias	argeir	V;IND;PRS;2;SG
ran	arar	V;SBJV;PRS;3;PL
ran	er	V;SBJV;PRS;1;PL
ran	sser	V;IND;PST;3;PL;IPFV
ras	arar	V;SBJV;PRS;2;SG
ras	er	V;SBJV;PRS;2;SG
ras	sser	V;IND;PST;2;SG;IPFV
rasch	arscher	V;IND;PRS;1;SG
rascha	arscher	V;SBJV;PRS;1;SG
raschan	arscher	V;SBJV;PRS;3;PL
raschas	arscher	V;SBJV;PRS;2;SG
ratg	argeir	V;IND;PRS;1;SG
ratg	artger	V;IND;PRS;1;SG
ratga	artger	V;SBJV;PRS;1;SG
ratgan	artger	V;SBJV;PRS;1;PL
ratgas	artger	V;SBJV;PRS;2;SG
regia	erger	V;SBJV;PRS;1;SG
regian	erger	V;IND;PRS;3;PL
regias	erger	V;SBJV;PRS;2;SG
reid	ardar	V;IND;PRS;1;SG
reida	ardar	V;SBJV;PRS;1;SG
reidan	ardar	V;SBJV;PRS;1;PL
reidas	ardar	V;IND;PRS;2;SG
retg	erger	V;IND;PRS;1;SG
retg	ertger	V;IND;PRS;1;SG
retga	ertger	V;SBJV;PRS;1;SG
retgan	ertger	V;SBJV;PRS;3;PL
retgas	ertger	V;SBJV;PRS;2;SG
rol	urlar	V;IND;PRS;1;SG
rola	urlar	V;SBJV;PRS;1;SG
rolan	urlar	V;IND;PRS;3;PL
rolas	urlar	V;SBJV;PRS;2;SG
rom	armar	V;IND;PRS;1;SG
roma	armar	V;SBJV;PRS;3;SG
roman	armar	V;SBJV;PRS;1;PL
romas	armar	V;SBJV;PRS;2;PL
s	der	V.PTCP;PST;MASC;SG
s	fer	V.PTCP;PST;MASC;PL
s	ger	V.PTCP;PST;MASC;SG
s	ir	V;IND;PRS;1;SG
s	r	V;IND;PRS;2;SG
sa	der	V.PTCP;PST;FEM;SG
sa	ger	V.PTCP;PST;FEM;SG
sa	ir	V;SBJV;PRS;1;SG
sa	r	V.PTCP;PST;FEM;SG
san	ir	V;IND;PRS;3;PL
saro	esser	V;IND;FUT;1;SG
saron	esser	V;IND;FUT;1;PL
sarossas	esser	V;IND;FUT;2;SG
sas	der	V.PTCP;PST;FEM;PL
sas	ger	V.PTCP;PST;FEM;PL
sas	ir	V;SBJV;PRS;2;PL
sas	r	V.PTCP;PST;FEM;PL
sch	ir	V;IND;PRS;1;SG
sch	r	V;IND;PRS;1;SG
scha	ir	V;SBJV;PRS;1;SG
scha	r	V;IMP;2;SG
schaess	r	V;COND;3;SG
schagn	deir	V;IND;PRS;1;PL
schagn	eir	V;IND;PRS;1;PL
schagn	r	V;IND;PRS;1;PL
schan	ir	V;IND;PRS;3;PL
schan	r	V;IND;PRS;3;PL
schaossas	eir	V;IND;FUT;2;SG
scharo	deir	V;IND;FUT;1;SG
scharo	eir	V;IND;FUT;1;SG
scharo	r	V;IND;FUT;1;SG
scharon	deir	V;IND;FUT;1;PL
scharon	eir	V;IND;FUT;3;PL
scharon	r	V;IND;FUT;3;PL
schaross	eir	V;IND;FUT;3;SG
scharossan	eir	V;IND;FUT;1;PL
scharossas	deir	V;IND;FUT;2;PL
scharossas	eir	V;IND;FUT;2;PL
scharossas	r	V;IND;FUT;2;PL
schas	ir	V;SBJV;PRS;2;PL
schas	r	V;SBJV;PRS;2;SG
sche	deir	V;IMP;2;PL
sche	eir	V;IMP;2;PL
sche	r	V;IMP;2;PL
scheia	deir	V;SBJV;PRS;1;SG
scheian	deir	V;SBJV;PRS;3;PL
scheias	deir	V;SBJV;PRS;2;SG
schend	deir	V.PTCP;PRS
schend	eir	V.PTCP;PRS
schess	deir	V;COND;3;SG
schess	eir	V;COND;3;SG
schess	r	V;COND;3;SG
schessan	deir	V;COND;1;PL
schessan	eir	V;COND;3;PL
schessan	r	V;COND;3;PL
schessas	deir	V;COND;2;SG
schessas	eir	V;COND;2;PL
schessas	r	V;COND;2;PL
scheva	deir	V;IND;PST;3;SG;IPFV
scheva	eir	V;IND;PST;1;SG;IPFV
scheva	r	V;IND;PST;1;SG;IPFV
schevan	deir	V;IND;PST;3;PL;IPFV
schevan	eir	V;IND;PST;1;PL;IPFV
schevan	r	V;IND;PST;3;PL;IPFV
schevas	deir	V;IND;PST;2;PL;IPFV
schevas	eir	V;IND;PST;2;PL;IPFV
schevas	r	V;IND;PST;2;SG;IPFV
schez	deir	V;IND;PRS;2;PL
schez	eir	V;IND;PRS;2;PL
schez	r	V;IND;PRS;2;PL
schond	deir	V.PTCP;PRS
schond	eir	V.PTCP;PRS
schond	r	V.PTCP;PRS
seia	esser	V;SBJV;PRS;1;SG
seian	esser	V;SBJV;PRS;1;PL
seias	esser	V;SBJV;PRS;2;SG
siond	esser	V.PTCP;PRS
ss	der	V.PTCP;PST;MASC;SG
ss	ir	V;COND;3;SG
ss	r	V;COND;3;SG
ss	tter	V.PTCP;PST;MASC;SG
ssa	der	V.PTCP;PST;FEM;SG
ssa	tter	V.PTCP;PST;FEM;SG
ssan	eir	V;COND;3;PL
ssan	ir	V;COND;1;PL
ssan	r	V;COND;3;PL
ssas	der	V.PTCP;PST;FEM;PL
ssas	ir	V;COND;2;PL
ssas	r	V;COND;2;SG
ssas	tter	V.PTCP;PST;FEM;PL
st	er	V;IND;PRS;2;SG
st	ner	V.PTCP;PST;MASC;SG
st	r	V;IND;PRS;2;SG
st	rrer	V.PTCP;PST;MASC;SG
st	veir	V;IND;PRS;2;SG
sta	ner	V.PTCP;PST;FEM;SG
sta	rrer	V.PTCP;PST;FEM;SG
stada	esser	V.PTCP;PST;FEM;SG
stadas	esser	V.PTCP;PST;FEM;PL
stas	ner	V.PTCP;PST;FEM;PL
stas	rrer	V.PTCP;PST;FEM;PL
sto	esser	V.PTCP;PST;MASC;SG
stos	esser	V.PTCP;PST;MASC;PL
sts	ner	V.PTCP;PST;MASC;PL
sts	rrer	V.PTCP;PST;MASC;PL
sung	esser	V;IND;PRS;1;SG
t	mper	V.PTCP;PST;MASC;SG
t	r	V;IND;PRS;3;SG
t	scher	V.PTCP;PST;MASC;SG
t	ver	V.PTCP;PST;MASC;SG
ta	scher	V.PTCP;PST;FEM;SG
tas	scher	V.PTCP;PST;FEM;PL
tg	geir	V;IND;PRS;1;SG
tg	ger	V;IND;PRS;1;SG
tg	gier	V;IND;PRS;1;SG
tg	ier	V.PTCP;PST;MASC;SG
tg	ir	V.PTCP;PST;MASC;SG
tg	iver	V.PTCP;PST;MASC;SG
tg	r	V.PTCP;PST;MASC;SG
tg	rger	V;IND;PRS;1;SG
tga	ier	V.PTCP;PST;FEM;SG
tga	ir	V.PTCP;PST;FEM;SG
tga	iver	V.PTCP;PST;FEM;SG
tga	r	V.PTCP;PST;FEM;SG
tgas	ier	V.PTCP;PST;FEM;PL
tgas	ir	V.PTCP;PST;FEM;PL
tgas	iver	V.PTCP;PST;FEM;PL
tgas	r	V.PTCP;PST;FEM;PL
tgifitgagn	cifitgier	V;IND;PRS;1;PL
tgifitgaro	cifitgier	V;IND;FUT;3;SG
tgifitgaron	cifitgier	V;IND;FUT;1;PL
tgifitgarossas	cifitgier	V;IND;FUT;2;SG
tgifitge	cifitgier	V;IMP;2;PL
tgifitgeida	cifitgier	V.PTCP;PST;FEM;SG
tgifitgeidas	cifitgier	V.PTCP;PST;FEM;PL
tgifitgesch	cifitgier	V;IND;PRS;1;SG
tgifitgescha	cifitgier	V;SBJV;PRS;1;SG
tgifitgeschan	cifitgier	V;IND;PRS;3;PL
tgifitgeschas	cifitgier	V;SBJV;PRS;2;PL
tgifitgess	cifitgier	V;COND;1;SG
tgifitgessan	cifitgier	V;COND;3;PL
tgifitgessas	cifitgier	V;COND;2;PL
tgifitgez	cifitgier	V;IND;PRS;2;PL
tgifitgia	cifitgier	V.PTCP;PST;MASC;SG
tgifitgias	cifitgier	V.PTCP;PST;MASC;PL
tgifitgiva	cifitgier	V;IND;PST;1;SG;IPFV
tgifitgivan	cifitgier	V;IND;PST;3;PL;IPFV
tgifitgivas	cifitgier	V;IND;PST;2;PL;IPFV
tgifitgond	cifitgier	V.PTCP;PRS
tgon	canar	V;IND;PRS;1;SG
tgona	canar	V;SBJV;PRS;1;SG
tgonan	canar	V;SBJV;PRS;1;PL
tgonas	canar	V;SBJV;PRS;2;SG
tgs	ier	V.PTCP;PST;MASC;PL
tgs	ir	V.PTCP;PST;MASC;PL
tgs	iver	V.PTCP;PST;MASC;PL
tgs	r	V.PTCP;PST;MASC;PL
ts	mper	V.PTCP;PST;MASC;PL
ts	scher	V.PTCP;PST;MASC;PL
ts	ver	V.PTCP;PST;MASC;PL
tsch	r	V;IND;PRS;1;SG
tta	mper	V.PTCP;PST;FEM;SG
tta	ver	V.PTCP;PST;FEM;SG
ttan	r	V;IND;PRS;3;PL
ttas	mper	V.PTCP;PST;FEM;PL
ttas	ver	V.PTCP;PST;FEM;PL
udagn	oder	V;IND;PRS;1;PL
udaro	oder	V;IND;FUT;1;SG
udaron	oder	V;IND;FUT;1;PL
udarossas	oder	V;IND;FUT;2;SG
ude	oder	V;IMP;2;PL
udess	oder	V;COND;1;SG
udessan	oder	V;COND;3;PL
udessas	oder	V;COND;2;SG
udeva	oder	V;IND;PST;3;SG;IPFV
udevan	oder	V;IND;PST;3;PL;IPFV
udevas	oder	V;IND;PST;2;PL;IPFV
udez	oder	V;IND;PRS;2;PL
udond	oder	V.PTCP;PRS
ue	ler	V;IMP;2;PL
uess	oier	V;COND;1;SG
uessan	oier	V;COND;3;PL
uessas	oier	V;COND;2;PL
uiagn	oier	V;IND;PRS;1;PL
uiaro	oier	V;IND;FUT;1;SG
uiaron	oier	V;IND;FUT;1;PL
uiarossas	oier	V;IND;FUT;2;SG
uie	oier	V;IMP;2;PL
uiess	oier	V;COND;3;SG
uiessan	oier	V;COND;3;PL
uiessas	oier	V;COND;2;PL
uiez	oier	V;IND;PRS;2;PL
uiiva	oier	V;IND;PST;3;SG;IPFV
uiivan	oier	V;IND;PST;1;PL;IPFV
uiivas	oier	V;IND;PST;2;PL;IPFV
uiond	oier	V.PTCP;PRS
uiva	oier	V;IND;PST;1;SG;IPFV
uivan	oier	V;IND;PST;3;PL;IPFV
uivas	oier	V;IND;PST;2;PL;IPFV
ulagn	oler	V;IND;PRS;1;PL
ularo	oler	V;IND;FUT;1;SG
ularon	oler	V;IND;FUT;1;PL
ularossas	oler	V;IND;FUT;2;PL
uless	oler	V;COND;1;SG
ulessan	oler	V;COND;3;PL
ulessas	oler	V;COND;2;PL
uleva	oler	V;IND;PST;1;SG;IPFV
ulevan	oler	V;IND;PST;3;PL;IPFV
ulevas	oler	V;IND;PST;2;SG;IPFV
ulez	oler	V;IND;PRS;2;PL
ulond	oler	V.PTCP;PRS
ulvagn	olver	V;IND;PRS;1;PL
ulvaro	olver	V;IND;FUT;1;SG
ulvaron	olver	V;IND;FUT;1;PL
ulvarossas	olver	V;IND;FUT;2;PL
ulve	olver	V;IMP;2;PL
ulvess	olver	V;COND;1;SG
ulvessan	olver	V;COND;3;PL
ulvessas	olver	V;COND;2;SG
ulveva	olver	V;IND;PST;1;SG;IPFV
ulvevan	olver	V;IND;PST;3;PL;IPFV
ulvevas	olver	V;IND;PST;2;PL;IPFV
ulvez	olver	V;IND;PRS;2;PL
ulvond	olver	V.PTCP;PRS
umpagn	omper	V;IND;PRS;1;PL
umparo	omper	V;IND;FUT;1;SG
umparon	omper	V;IND;FUT;3;PL
umparossas	omper	V;IND;FUT;2;SG
umpe	omper	V;IMP;2;PL
umpeida	omper	V.PTCP;PST;FEM;SG
umpeidas	omper	V.PTCP;PST;FEM;PL
umpess	omper	V;COND;1;SG
umpessan	omper	V;COND;3;PL
umpessas	omper	V;COND;2;PL
umpeva	omper	V;IND;PST;1;SG;IPFV
umpevan	omper	V;IND;PST;3;PL;IPFV
umpevas	omper	V;IND;PST;2;PL;IPFV
umpez	omper	V;IND;PRS;2;PL
umpia	omper	V.PTCP;PST;MASC;SG
umpias	omper	V.PTCP;PST;MASC;PL
umpond	omper	V.PTCP;PRS
unachessas	anoscher	V;COND;2;SG
unaschagn	anoscher	V;IND;PRS;1;PL
unascharo	anoscher	V;IND;FUT;3;SG
unascharon	anoscher	V;IND;FUT;1;PL
unascharossas	anoscher	V;IND;FUT;2;SG
unasche	anoscher	V;IMP;2;PL
unascheida	anoscher	V.PTCP;PST;FEM;SG
unascheidas	anoscher	V.PTCP;PST;FEM;PL
unaschess	anoscher	V;COND;1;SG
unaschessan	anoscher	V;COND;3;PL
unaschessas	anoscher	V;COND;2;PL
unascheva	anoscher	V;IND;PST;1;SG;IPFV
unaschevan	anoscher	V;IND;PST;1;PL;IPFV
unaschevas	anoscher	V;IND;PST;2;PL;IPFV
unaschez	anoscher	V;IND;PRS;2;PL
unaschia	anoscher	V.PTCP;PST;MASC;SG
unaschias	anoscher	V.PTCP;PST;MASC;PL
unaschond	anoscher	V.PTCP;PRS
undagn	onder	V;IND;PRS;1;PL
undaro	onder	V;IND;FUT;3;SG
undaron	onder	V;IND;FUT;1;PL
undarossas	onder	V;IND;FUT;2;PL
unde	onder	V;IMP;2;PL
undeida	onder	V.PTCP;PST;FEM;SG
undeidas	onder	V.PTCP;PST;FEM;PL
undess	onder	V;COND;3;SG
undessan	onder	V;COND;3;PL
undessas	onder	V;COND;2;PL
undeva	onder	V;IND;PST;1;SG;IPFV
undevan	onder	V;IND;PST;3;PL;IPFV
undevas	onder	V;IND;PST;2;PL;IPFV
undez	onder	V;IND;PRS;2;PL
undia	onder	V.PTCP;PST;MASC;SG
undias	onder	V.PTCP;PST;MASC;PL
undond	onder	V.PTCP;PRS
ung	anar	V;IND;PRS;1;SG
ung	ar	V;IND;PRS;1;SG
unga	anar	V;IND;PRS;3;SG
ungan	anar	V;IND;PRS;3;PL
ungas	anar	V;SBJV;PRS;2;PL
unschagn	onscher	V;IND;PRS;1;PL
unscharo	onscher	V;IND;FUT;3;SG
unscharon	onscher	V;IND;FUT;1;PL
unscharossas	onscher	V;IND;FUT;2;SG
unsche	onscher	V;IMP;2;PL
unscheida	onscher	V.PTCP;PST;FEM;SG
unscheidas	onscher	V.PTCP;PST;FEM;PL
unschess	onscher	V;COND;3;SG
unschessan	onscher	V;COND;3;PL
unschessas	onscher	V;COND;2;PL
unscheva	onscher	V;IND;PST;1;SG;IPFV
unschevan	onscher	V;IND;PST;3;PL;IPFV
unschevas	onscher	V;IND;PST;2;PL;IPFV
unschez	onscher	V;IND;PRS;2;PL
unschia	anoscher	V.PTCP;PST;MASC;SG
unschia	onscher	V.PTCP;PST;MASC;SG
unschias	onscher	V.PTCP;PST;MASC;PL
unschond	onscher	V.PTCP;PRS
uoiva	coier	V;IND;PST;3;SG;IPFV
urbagn	orber	V;IND;PRS;1;PL
urbaro	orber	V;IND;FUT;3;SG
urbaron	orber	V;IND;FUT;1;PL
urbarossas	orber	V;IND;FUT;2;SG
urbe	orber	V;IMP;2;PL
urbeida	orber	V.PTCP;PST;FEM;SG
urbeidas	orber	V.PTCP;PST;FEM;PL
urbess	orber	V;COND;1;SG
urbessan	orber	V;COND;3;PL
urbessas	orber	V;COND;2;SG
urbeva	orber	V;IND;PST;1;SG;IPFV
urbevan	orber	V;IND;PST;1;PL;IPFV
urbevas	orber	V;IND;PST;2;PL;IPFV
urbez	orber	V;IND;PRS;2;PL
urbia	orber	V.PTCP;PST;MASC;SG
urbias	orber	V.PTCP;PST;MASC;PL
urbond	orber	V.PTCP;PRS
urdagn	order	V;IND;PRS;1;PL
urdaro	order	V;IND;FUT;1;SG
urdaron	order	V;IND;FUT;3;PL
urdarossas	order	V;IND;FUT;2;PL
urde	order	V;IMP;2;PL
urdess	order	V;COND;1;SG
urdessan	order	V;COND;3;PL
urdessas	order	V;COND;2;PL
urdeva	order	V;IND;PST;3;SG;IPFV
urdevan	order	V;IND;PST;3;PL;IPFV
urdevas	order	V;IND;PST;2;PL;IPFV
urdez	order	V;IND;PRS;2;PL
urdond	order	V.PTCP;PRS
uriro	orrer	V;IND;FUT;3;SG
urirro	orrer	V;IND;FUT;1;SG
urragn	orrer	V;IND;PRS;1;PL
urrarissas	orrer	V;IND;FUT;2;SG
urraro	orrer	V;IND;FUT;1;SG
urraron	orrer	V;IND;FUT;1;PL
urrarossas	orrer	V;IND;FUT;2;SG
urre	orrer	V;IMP;2;PL
urreida	orrer	V.PTCP;PST;FEM;SG
urreidas	orrer	V.PTCP;PST;FEM;PL
urress	orrer	V;COND;1;SG
urressan	orrer	V;COND;3;PL
urressas	orrer	V;COND;2;PL
urreva	orrer	V;IND;PST;3;SG;IPFV
urrevan	orrer	V;IND;PST;3;PL;IPFV
urrevas	orrer	V;IND;PST;2;PL;IPFV
urrez	orrer	V;IND;PRS;2;PL
urri	orrer	V;IMP;2;PL
urria	orrer	V.PTCP;PST;MASC;SG
urrias	orrer	V.PTCP;PST;MASC;PL
urrign	orrer	V;IND;PRS;1;PL
urriro	orrer	V;IND;FUT;3;SG
urriron	orrer	V;IND;FUT;1;PL
urrirossas	orrer	V;IND;FUT;2;PL
urriss	orrer	V;COND;3;SG
urrissan	orrer	V;COND;1;PL
urrissas	orrer	V;COND;2;PL
urriva	orrer	V;IND;PST;1;SG;IPFV
urrivan	orrer	V;IND;PST;1;PL;IPFV
urrivas	orrer	V;IND;PST;2;PL;IPFV
urriz	orrer	V;IND;PRS;2;PL
urrond	orrer	V.PTCP;PRS
urrvan	orrer	V;IND;PST;3;PL;IPFV
urs	orrer	V.PTCP;PST;MASC;SG
ursa	orrer	V.PTCP;PST;FEM;SG
ursas	orrer	V.PTCP;PST;FEM;PL
urschagn	orscher	V;IND;PRS;1;PL
urscharo	orscher	V;IND;FUT;1;SG
urscharon	orscher	V;IND;FUT;3;PL
urscharossas	orscher	V;IND;FUT;2;SG
ursche	orscher	V;IMP;2;PL
urscheida	orscher	V.PTCP;PST;FEM;SG
urscheidas	orscher	V.PTCP;PST;FEM;PL
urschess	orscher	V;COND;1;SG
urschessan	orscher	V;COND;1;PL
urschessas	orscher	V;COND;2;PL
urscheva	orscher	V;IND;PST;3;SG;IPFV
urschevan	orscher	V;IND;PST;3;PL;IPFV
urschevas	orscher	V;IND;PST;2;PL;IPFV
urschez	orscher	V;IND;PRS;2;PL
urschia	orscher	V.PTCP;PST;MASC;SG
urschias	orscher	V.PTCP;PST;MASC;PL
urschond	orscher	V.PTCP;PRS
urvagn	orver	V;IND;PRS;1;PL
urvaro	orver	V;IND;FUT;3;SG
urvaron	orver	V;IND;FUT;1;PL
urvarossas	orver	V;IND;FUT;2;PL
urve	orver	V;IMP;2;PL
urvert	orver	V.PTCP;PST;MASC;SG
urverta	orver	V.PTCP;PST;FEM;SG
urvertas	orver	V.PTCP;PST;FEM;PL
urverts	orver	V.PTCP;PST;MASC;PL
urvess	orver	V;COND;1;SG
urvessan	orver	V;COND;3;PL
urvessas	orver	V;COND;2;PL
urveva	orver	V;IND;PST;1;SG;IPFV
urvevan	orver	V;IND;PST;1;PL;IPFV
urvevas	orver	V;IND;PST;2;SG;IPFV
urvez	orver	V;IND;PRS;2;PL
urvond	orver	V.PTCP;PRS
uschagn	oscher	V;IND;PRS;1;PL
uscharo	oscher	V;IND;FUT;3;SG
uscharon	oscher	V;IND;FUT;1;PL
uscharossas	oscher	V;IND;FUT;2;PL
usche	oscher	V;IMP;2;PL
uscheida	oscher	V.PTCP;PST;FEM;SG
uscheidas	oscher	V.PTCP;PST;FEM;PL
uschess	oscher	V;COND;1;SG
uschessan	oscher	V;COND;3;PL
uschessas	oscher	V;COND;2;PL
uscheva	oscher	V;IND;PST;1;SG;IPFV
uschevan	oscher	V;IND;PST;1;PL;IPFV
uschevas	oscher	V;IND;PST;2;PL;IPFV
uschez	oscher	V;IND;PRS;2;PL
uschia	oscher	V.PTCP;PST;MASC;SG
uschias	oscher	V.PTCP;PST;MASC;PL
uschond	oscher	V.PTCP;PRS
ussagn	osser	V;IND;PRS;1;PL
ussaro	osser	V;IND;FUT;3;SG
ussaron	osser	V;IND;FUT;1;PL
ussarossas	osser	V;IND;FUT;2;PL
usse	osser	V;IMP;2;PL
usseida	osser	V.PTCP;PST;FEM;SG
usseidas	osser	V.PTCP;PST;FEM;PL
ussess	osser	V;COND;1;SG
ussessan	osser	V;COND;3;PL
ussessas	osser	V;COND;2;PL
usseva	osser	V;IND;PST;1;SG;IPFV
ussevan	osser	V;IND;PST;3;PL;IPFV
ussevas	osser	V;IND;PST;2;PL;IPFV
ussez	osser	V;IND;PRS;2;PL
ussia	osser	V.PTCP;PST;MASC;SG
ussias	osser	V.PTCP;PST;MASC;PL
ussond	osser	V.PTCP;PRS
uvagn	over	V;IND;PRS;1;PL
uvaro	over	V;IND;FUT;1;SG
uvaron	over	V;IND;FUT;1;PL
uvarossas	over	V;IND;FUT;2;PL
uve	over	V;IMP;2;PL
uveida	over	V.PTCP;PST;FEM;SG
uveidas	over	V.PTCP;PST;FEM;PL
uvess	over	V;COND;1;SG
uvessan	over	V;COND;3;PL
uvessas	over	V;COND;2;PL
uveva	over	V;IND;PST;1;SG;IPFV
uvevan	over	V;IND;PST;3;PL;IPFV
uvevas	over	V;IND;PST;2;PL;IPFV
uvez	over	V;IND;PRS;2;PL
uvia	over	V.PTCP;PST;MASC;SG
uvias	over	V.PTCP;PST;MASC;PL
uvond	over	V.PTCP;PRS
va	aveir	V;IND;PRS;1;SG
va	er	V;IND;PST;3;SG;IPFV
va	ir	V;IND;PST;1;SG;IPFV
va	r	V;IND;PST;3;SG;IPFV
vagn	aveir	V;IND;PRS;1;PL
van	er	V;IND;PST;3;PL;IPFV
van	ir	V;IND;PST;1;PL;IPFV
van	r	V;IND;PST;3;PL;IPFV
varo	aveir	V;IND;FUT;1;SG
varon	aveir	V;IND;FUT;1;PL
varon	iver	V;IND;FUT;1;PL
varossas	aveir	V;IND;FUT;2;PL
vas	er	V;IND;PST;2;PL;IPFV
vas	ir	V;IND;PST;2;SG;IPFV
vas	r	V;IND;PST;2;PL;IPFV
vast	eir	V;IND;PRS;2;SG
vea	neir	V;IMP;2;SG
vegia	aveir	V;SBJV;PRS;1;SG
vegian	aveir	V;SBJV;PRS;3;PL
vegias	aveir	V;SBJV;PRS;2;SG
vert	rveir	V.PTCP;PST;MASC;SG
verta	rveir	V.PTCP;PST;FEM;SG
vertas	rveir	V.PTCP;PST;FEM;PL
verts	rveir	V.PTCP;PST;MASC;PL
vess	aveir	V;COND;1;SG
vessan	aveir	V;COND;3;PL
vessan	iver	V;COND;1;PL
vessas	aveir	V;COND;2;PL
veva	aveir	V;IND;PST;1;SG;IPFV
vevan	aveir	V;IND;PST;1;PL;IPFV
vevas	aveir	V;IND;PST;2;PL;IPFV
vez	aveir	V;IND;PRS;2;PL
vi	leir	V;IND;PRS;1;SG
viglia	leir	V;SBJV;PRS;1;SG
viglian	leir	V;SBJV;PRS;3;PL
viglias	leir	V;SBJV;PRS;2;SG
vign	eir	V;IND;PRS;1;SG
vign	neir	V;IND;PRS;1;SG
vigna	neir	V;SBJV;PRS;1;SG
vignan	neir	V;SBJV;PRS;3;PL
